idx	imgs	err1	err2	res1	res2
772	34-1##34-2	0	-1	{'org_sentence': 'One picture contains a picture of firecrackers, and the other picture shows a wine or wine glass.', 'sentence': 'One picture contains a picture of firecrackers, and the other picture shows a wine or wine glass.', 'prediction': 0, 'label': 0}	{'org_sentence': 'One picture contains a picture of firecrackers, and the other picture shows a wine or wine glass.', 'sentence': 'Left part scenario:asian ,right part scenario: store. Therefore, the sentence is right or wrong: At least one picture shows fireworks.', 'prediction': 1, 'label': 0}
776	25-3##25-12	0	1	{'org_sentence': 'In the picture on the right, there are other red fruits and vegetables besides cauliflower, but the picture on the left only has cauliflower.', 'sentence': 'In the picture on the right, there are other red fruits and vegetables besides cauliflower, but the picture on the left only has cauliflower.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In the picture on the right, there are other red fruits and vegetables besides cauliflower, but the picture on the left only has cauliflower.', 'sentence': 'Left part scenario:a grocery store ,right part scenario: vegetables. Therefore, the sentence is right or wrong: In the picture on the right, there are other red fruits and vegetables besides cauliflower, but the picture on the left only has cauliflower.', 'prediction': 0, 'label': 1}
778	37-2##37-8	0	1	{'org_sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'prediction': 1, 'label': 1}	{'org_sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'sentence': 'Left part scenario:picnic ,right part scenario: food. Therefore, the sentence is right or wrong: One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'prediction': 0, 'label': 1}
779	37-9##37-5	0	-1	{'org_sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'prediction': 0, 'label': 0}	{'org_sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'sentence': 'Left part scenario:a bowl of salad ,right part scenario: sushi. Therefore, the sentence is right or wrong: One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'prediction': 1, 'label': 0}
780	37-11##37-10	1	0	{'org_sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'prediction': 0, 'label': 1}	{'org_sentence': 'One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'sentence': 'Left part scenario:a bowl of noodles ,right part scenario: chopsticks on a plate. Therefore, the sentence is right or wrong: One picture has exactly one pair of chopsticks placed on the bowl, and the other picture has more than one pair of light-colored chopsticks.', 'prediction': 1, 'label': 1}
782	57-2##57-12	0	1	{'org_sentence': 'On the left picture you can see many obvious coffee beans, and on the right picture there are coffee cups and pots.', 'sentence': 'On the left picture you can see many obvious coffee beans, and on the right picture there are coffee cups and pots.', 'prediction': 1, 'label': 1}	{'org_sentence': 'On the left picture you can see many obvious coffee beans, and on the right picture there are coffee cups and pots.', 'sentence': 'Left part scenario:coffee ,right part scenario: a kitchen counter. Therefore, the sentence is right or wrong: One cup of coffee is ordinary coffee without obvious patterns, and the other is coffee with lavender flowers.', 'prediction': 0, 'label': 1}
785	20-10##20-14	1	0	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'Left part scenario:two water lilies in a pond ,right part scenario: water lily. Therefore, the sentence is right or wrong: The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 1, 'label': 1}
786	20-3##20-7	0	-1	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'Left part scenario:a tropical plant ,right part scenario: a pond filled with water lilies. Therefore, the sentence is right or wrong: The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 1, 'label': 0}
787	20-4##20-12	0	-1	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'Left part scenario:pink water lily ,right part scenario: a garden. Therefore, the sentence is right or wrong: The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 1, 'label': 0}
788	20-6##20-8	1	0	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'sentence': 'Left part scenario:pink water lilies in a pond ,right part scenario: a pond. Therefore, the sentence is right or wrong: The picture on the right happens to have only one very obvious pale lotus, and the picture on the left shows two obvious purple lotuses.', 'prediction': 1, 'label': 1}
799	13-5##13-4	1	0	{'org_sentence': 'The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'sentence': 'The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'sentence': 'Left part scenario:a cemetery ,right part scenario: tree. Therefore, the sentence is right or wrong: The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'prediction': 1, 'label': 1}
800	13-7##13-8	1	0	{'org_sentence': 'The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'sentence': 'The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'sentence': 'Left part scenario:a park ,right part scenario: meadow. Therefore, the sentence is right or wrong: The trunk of the ginkgo tree in the picture on the left is coated with white lime.', 'prediction': 1, 'label': 1}
801	49-14##49-8	0	-1	{'org_sentence': 'The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'sentence': 'The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'sentence': 'Left part scenario:a music stand ,right part scenario: a concert. Therefore, the sentence is right or wrong: The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'prediction': 1, 'label': 0}
803	49-7##49-2	0	1	{'org_sentence': 'The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'sentence': 'The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'sentence': 'Left part scenario:a scene with a woman playing a xylophone ,right part scenario: a shopping mall. Therefore, the sentence is right or wrong: The picture on the left is a single Guzheng, and the picture on the right is a Guzheng sold in the music shop.', 'prediction': 0, 'label': 1}
805	40-5##40-13	-1	0	{'org_sentence': 'The scissors in the picture on the right are being used.', 'sentence': 'The scissors in the picture on the right are being used.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The scissors in the picture on the right are being used.', 'sentence': 'Left part scenario:a pair of scissors ,right part scenario: a haircut. Therefore, the sentence is right or wrong: The scissors in the picture on the right are being used.', 'prediction': 0, 'label': 0}
809	52-11##52-1	0	1	{'org_sentence': 'At least one pot is a mandarin duck pot.', 'sentence': 'At least one pot is a mandarin duck pot.', 'prediction': 1, 'label': 1}	{'org_sentence': 'At least one pot is a mandarin duck pot.', 'sentence': 'Left part scenario:buffet ,right part scenario: a meal. Therefore, the sentence is right or wrong: At least one pot is a mandarin duck pot.', 'prediction': 0, 'label': 1}
811	52-20##52-18	-1	0	{'org_sentence': 'At least one pot is a mandarin duck pot.', 'sentence': 'At least one pot is a mandarin duck pot.', 'prediction': 1, 'label': 0}	{'org_sentence': 'At least one pot is a mandarin duck pot.', 'sentence': 'Left part scenario:a kitchen ,right part scenario: lunch. Therefore, the sentence is right or wrong: At least one pot is a mandarin duck pot.', 'prediction': 0, 'label': 0}
816	2-8##2-1	0	1	{'org_sentence': 'The crows in both pictures are standing.', 'sentence': 'The crows in both pictures are standing.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The crows in both pictures are standing.', 'sentence': 'Left part scenario:desert ,right part scenario: a bird standing on the ground. Therefore, the sentence is right or wrong: The crows in both pictures are standing.', 'prediction': 0, 'label': 1}
823	24-5##24-12	0	1	{'org_sentence': 'At least one picture is of cooked Chinese cabbage.', 'sentence': 'At least one picture is of cooked Chinese cabbage.', 'prediction': 1, 'label': 1}	{'org_sentence': 'At least one picture is of cooked Chinese cabbage.', 'sentence': 'Left part scenario:a wooden table ,right part scenario: a grocery store. Therefore, the sentence is right or wrong: At least one picture is of cooked Chinese cabbage.', 'prediction': 0, 'label': 1}
825	10-4##10-9	-1	0	{'org_sentence': 'The cows in the two pictures add up to more than five.', 'sentence': 'The cows in the two pictures add up to more than five.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The cows in the two pictures add up to more than five.', 'sentence': 'Left part scenario:a herd of cows standing in a field ,right part scenario: a pond. Therefore, the sentence is right or wrong: The cows in the two pictures add up to more than five.', 'prediction': 0, 'label': 0}
828	10-12##10-11	0	-1	{'org_sentence': 'The cows in the two pictures add up to more than five.', 'sentence': 'The cows in the two pictures add up to more than five.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The cows in the two pictures add up to more than five.', 'sentence': 'Left part scenario:a cow standing in a field ,right part scenario: a wildebeest in the wild. Therefore, the sentence is right or wrong: The cows in the two pictures add up to more than five.', 'prediction': 1, 'label': 0}
830	19-4##19-14	0	-1	{'org_sentence': 'One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'sentence': 'One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'prediction': 0, 'label': 0}	{'org_sentence': 'One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'sentence': 'Left part scenario:beach ,right part scenario: an orchid blooming. Therefore, the sentence is right or wrong: One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'prediction': 1, 'label': 0}
831	19-16##19-7	0	1	{'org_sentence': 'One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'sentence': 'One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'prediction': 1, 'label': 1}	{'org_sentence': 'One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'sentence': 'Left part scenario:three flowers in a row ,right part scenario: flowers. Therefore, the sentence is right or wrong: One of the two sets of pictures is yellowish orchidaceae and the other is white orchidaceae', 'prediction': 0, 'label': 1}
834	27-3##27-6	0	1	{'org_sentence': 'The person in one of the pictures is serving the ball.', 'sentence': 'The person in one of the pictures is serving the ball.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The person in one of the pictures is serving the ball.', 'sentence': 'Left part scenario:a game of ping pong ,right part scenario: a tennis match. Therefore, the sentence is right or wrong: The person in one of the pictures is serving the ball.', 'prediction': 0, 'label': 1}
835	27-8##27-7	-1	0	{'org_sentence': 'The person in one of the pictures is serving the ball.', 'sentence': 'The person in one of the pictures is serving the ball.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The person in one of the pictures is serving the ball.', 'sentence': 'Left part scenario:tennis ,right part scenario: a game of table tennis. Therefore, the sentence is right or wrong: The person in one of the pictures is serving the ball.', 'prediction': 0, 'label': 0}
836	27-2##27-1	-1	0	{'org_sentence': 'The person in one of the pictures is serving the ball.', 'sentence': 'The person in one of the pictures is serving the ball.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The person in one of the pictures is serving the ball.', 'sentence': 'Left part scenario:a game of table tennis ,right part scenario: a game of ping pong. Therefore, the sentence is right or wrong: The person in one of the pictures is serving the ball.', 'prediction': 0, 'label': 0}
837	45-13##45-12	1	0	{'org_sentence': 'In the picture on the left, there are two adult men in suits.', 'sentence': 'In the picture on the left, there are two adult men in suits.', 'prediction': 0, 'label': 1}	{'org_sentence': 'In the picture on the left, there are two adult men in suits.', 'sentence': 'Left part scenario:man ,right part scenario: man. Therefore, the sentence is right or wrong: In the picture on the left, there are two adult men in suits.', 'prediction': 1, 'label': 1}
841	35-17##35-1	0	-1	{'org_sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'prediction': 0, 'label': 0}	{'org_sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'sentence': 'Left part scenario:a pagoda ,right part scenario: hanging. Therefore, the sentence is right or wrong: A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'prediction': 1, 'label': 0}
843	35-4##35-16	0	-1	{'org_sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'prediction': 0, 'label': 0}	{'org_sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'sentence': 'Left part scenario:fruit ,right part scenario: old. Therefore, the sentence is right or wrong: A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'prediction': 1, 'label': 0}
844	35-6##35-7	1	0	{'org_sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'prediction': 0, 'label': 1}	{'org_sentence': 'A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'sentence': 'Left part scenario:a cinder block pit ,right part scenario: two boys standing in front of a barber shop. Therefore, the sentence is right or wrong: A yellow note appeared in one picture, and the other one was the Ching Ming Festival event', 'prediction': 1, 'label': 1}
846	6-25##6-23	0	1	{'org_sentence': 'In one picture, a fish appears with an animal that is not a fish.', 'sentence': 'In one picture, a fish appears with an animal that is not a fish.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one picture, a fish appears with an animal that is not a fish.', 'sentence': 'Left part scenario:shark ,right part scenario: boat. Therefore, the sentence is right or wrong: In one picture, a fish appears with an animal that is not a fish.', 'prediction': 0, 'label': 1}
847	6-18##6-40	0	-1	{'org_sentence': 'In one picture, a fish appears with an animal that is not a fish.', 'sentence': 'In one picture, a fish appears with an animal that is not a fish.', 'prediction': 0, 'label': 0}	{'org_sentence': 'In one picture, a fish appears with an animal that is not a fish.', 'sentence': 'Left part scenario:a fish market ,right part scenario: fish. Therefore, the sentence is right or wrong: In one picture, a fish appears with an animal that is not a fish.', 'prediction': 1, 'label': 0}
856	43-3##43-1	-1	0	{'org_sentence': 'The picture on the left shows a person wearing Tang suit alone, and the picture on the right shows several people wearing Tang suit.', 'sentence': 'The picture on the left shows a person wearing Tang suit alone, and the picture on the right shows several people wearing Tang suit.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The picture on the left shows a person wearing Tang suit alone, and the picture on the right shows several people wearing Tang suit.', 'sentence': "Left part scenario:church ,right part scenario: men's. Therefore, the sentence is right or wrong: The picture on the left shows a person wearing Tang suit alone, and the picture on the right shows several people wearing Tang suit.", 'prediction': 0, 'label': 0}
859	36-1##36-10	0	1	{'org_sentence': 'The picture on the left is a hotel picture with Tanabata elements. The picture on the right is all lights.', 'sentence': 'The picture on the left is a hotel picture with Tanabata elements. The picture on the right is all lights.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The picture on the left is a hotel picture with Tanabata elements. The picture on the right is all lights.', 'sentence': "Left part scenario:bedroom ,right part scenario: let's light up the sky. Therefore, the sentence is right or wrong: The picture on the left is a hotel picture with Tanabata elements. The picture on the right is all lights.", 'prediction': 0, 'label': 1}
864	61-6##61-4	0	1	{'org_sentence': 'Both pictures happen to be a cup of milk tea.', 'sentence': 'Both pictures happen to be a cup of milk tea.', 'prediction': 1, 'label': 1}	{'org_sentence': 'Both pictures happen to be a cup of milk tea.', 'sentence': 'Left part scenario:a glass of chocolate milkshake ,right part scenario: a glass with a cookie in it. Therefore, the sentence is right or wrong: Both pictures happen to be a cup of milk tea.', 'prediction': 0, 'label': 1}
871	28-10##28-2	0	1	{'org_sentence': 'In one of the pictures, one person is dribbling the ball and the other is defending.', 'sentence': 'In one of the pictures, one person is dribbling the ball and the other is defending.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one of the pictures, one person is dribbling the ball and the other is defending.', 'sentence': 'Left part scenario:a basketball court ,right part scenario: a basketball court. Therefore, the sentence is right or wrong: In one of the pictures, one person is dribbling the ball and the other is defending.', 'prediction': 0, 'label': 1}
875	12-6##12-7	0	-1	{'org_sentence': 'In the picture on the left, there is more than one willow tree planted by the water, and in the picture on the right, a large area of willow trees can be seen.', 'sentence': 'In the picture on the left, there is more than one willow tree planted by the water, and in the picture on the right, a large area of willow trees can be seen.', 'prediction': 0, 'label': 0}	{'org_sentence': 'In the picture on the left, there is more than one willow tree planted by the water, and in the picture on the right, a large area of willow trees can be seen.', 'sentence': 'Left part scenario:walkway ,right part scenario: winter. Therefore, the sentence is right or wrong: In the picture on the left, there is more than one willow tree planted by the water, and in the picture on the right, a large area of willow trees can be seen.', 'prediction': 1, 'label': 0}
877	39-2##39-3	1	0	{'org_sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'prediction': 0, 'label': 1}	{'org_sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'sentence': 'Left part scenario:sliced cucumber on a cutting board ,right part scenario: a picnic table. Therefore, the sentence is right or wrong: There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'prediction': 1, 'label': 1}
878	39-12##39-10	0	-1	{'org_sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'prediction': 0, 'label': 0}	{'org_sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'sentence': 'Left part scenario:an overhead view of eggs and toast ,right part scenario: a salad. Therefore, the sentence is right or wrong: There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'prediction': 1, 'label': 0}
880	39-5##39-16	0	-1	{'org_sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'prediction': 0, 'label': 0}	{'org_sentence': 'There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'sentence': 'Left part scenario:carrots on a cutting board ,right part scenario: cut up cherry tomatoes. Therefore, the sentence is right or wrong: There are knives and chopping boards in both pictures, and one of them has a sliced cucumber.', 'prediction': 1, 'label': 0}
881	9-1##9-14	1	0	{'org_sentence': 'In one of the pictures, the giant panda is eating bamboo leaves, and in the other, the giant panda is in a daze.', 'sentence': 'In one of the pictures, the giant panda is eating bamboo leaves, and in the other, the giant panda is in a daze.', 'prediction': 0, 'label': 1}	{'org_sentence': 'In one of the pictures, the giant panda is eating bamboo leaves, and in the other, the giant panda is in a daze.', 'sentence': 'Left part scenario:panda ,right part scenario: a panda bear in a zoo. Therefore, the sentence is right or wrong: In one of the pictures, the giant panda is eating bamboo leaves, and in the other, the giant panda is in a daze.', 'prediction': 1, 'label': 1}
885	38-4##38-7	1	0	{'org_sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'sentence': 'Left part scenario:three white bowls on a black tray ,right part scenario: 3 spoons. Therefore, the sentence is right or wrong: The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'prediction': 1, 'label': 1}
887	38-9##38-5	-1	0	{'org_sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'sentence': 'Left part scenario:a spoon on a plate ,right part scenario: three spoons on a kitchen counter. Therefore, the sentence is right or wrong: The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'prediction': 0, 'label': 0}
888	38-10##38-12	1	0	{'org_sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'prediction': 0, 'label': 1}	{'org_sentence': 'The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'sentence': 'Left part scenario:a bowl of soup ,right part scenario: a bowl of rice. Therefore, the sentence is right or wrong: The spoon on the left is porcelain, and the spoon on the right is stainless steel.', 'prediction': 1, 'label': 1}
890	23-14##23-18	0	1	{'org_sentence': 'The potatoes on the left have not been cooked, and the potatoes on the right have been fried into fries.', 'sentence': 'The potatoes on the left have not been cooked, and the potatoes on the right have been fried into fries.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The potatoes on the left have not been cooked, and the potatoes on the right have been fried into fries.', 'sentence': 'Left part scenario:a close up of a tray of eggs ,right part scenario: banana bread. Therefore, the sentence is right or wrong: The potatoes on the left have not been cooked, and the potatoes on the right have been fried into fries.', 'prediction': 0, 'label': 1}
896	22-6##22-8	0	1	{'org_sentence': 'The Chinese cabbage on the left is cooked or made into a salad.', 'sentence': 'The Chinese cabbage on the left is cooked or made into a salad.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The Chinese cabbage on the left is cooked or made into a salad.', 'sentence': 'Left part scenario:a close up of a plate of food ,right part scenario: a bowl. Therefore, the sentence is right or wrong: The Chinese cabbage on the left is cooked or made into a salad.', 'prediction': 0, 'label': 1}
902	4-4##4-7	0	-1	{'org_sentence': 'There is only one egret in both pictures.', 'sentence': 'There is only one egret in both pictures.', 'prediction': 0, 'label': 0}	{'org_sentence': 'There is only one egret in both pictures.', 'sentence': 'Left part scenario:a flock of birds ,right part scenario: grass. Therefore, the sentence is right or wrong: There is only one egret in both pictures.', 'prediction': 1, 'label': 0}
906	46-6##46-4	0	-1	{'org_sentence': 'One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'sentence': 'One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'prediction': 0, 'label': 0}	{'org_sentence': 'One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'sentence': 'Left part scenario:sitting ,right part scenario: man standing in front of a wall. Therefore, the sentence is right or wrong: One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'prediction': 1, 'label': 0}
907	46-7##46-2	0	-1	{'org_sentence': 'One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'sentence': 'One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'prediction': 0, 'label': 0}	{'org_sentence': 'One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'sentence': 'Left part scenario:crossed arms ,right part scenario: clothing. Therefore, the sentence is right or wrong: One of the pictures shows a flat T-shirt, and the other shows a girl wearing a T-shirt.', 'prediction': 1, 'label': 0}
910	32-1##32-2	1	0	{'org_sentence': 'One of the pictures shows a Chinese New Year lion dance performance, and the other picture has the word &quot;Fu&quot; hanging on it.', 'sentence': 'One of the pictures shows a Chinese New Year lion dance performance, and the other picture has the word &quot;Fu&quot; hanging on it.', 'prediction': 0, 'label': 1}	{'org_sentence': 'One of the pictures shows a Chinese New Year lion dance performance, and the other picture has the word &quot;Fu&quot; hanging on it.', 'sentence': 'Left part scenario:chinese ,right part scenario: a parade. Therefore, the sentence is right or wrong: One of the pictures shows a Chinese New Year lion dance performance, and the other picture has the word &quot;Fu&quot; hanging on it.', 'prediction': 1, 'label': 1}
913	47-11##47-7	-1	0	{'org_sentence': 'The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'sentence': 'The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'sentence': 'Left part scenario:a girl sitting on a bench ,right part scenario: sitting. Therefore, the sentence is right or wrong: The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'prediction': 0, 'label': 0}
916	47-4##47-9	0	-1	{'org_sentence': 'The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'sentence': 'The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'prediction': 0, 'label': 0}	{'org_sentence': 'The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'sentence': 'Left part scenario:two women on stage ,right part scenario: basement. Therefore, the sentence is right or wrong: The boy on the left is pulling the erhu, and the girl on the right is pulling the erhu.', 'prediction': 1, 'label': 0}
919	31-5##31-4	0	1	{'org_sentence': 'The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'sentence': 'The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'prediction': 1, 'label': 1}	{'org_sentence': 'The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'sentence': 'Left part scenario:a swimming pool ,right part scenario: swimming pool. Therefore, the sentence is right or wrong: The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'prediction': 0, 'label': 1}
920	31-1##31-2	-1	0	{'org_sentence': 'The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'sentence': 'The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'prediction': 1, 'label': 0}	{'org_sentence': 'The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'sentence': 'Left part scenario:a pool ,right part scenario: a competitive swimming event. Therefore, the sentence is right or wrong: The picture on the left shows exactly one person training to swim, and the other one shows a group of people swimming in a swimming pool.', 'prediction': 0, 'label': 0}
925	30-3##30-11	-1	0	{'org_sentence': 'In one picture, two people are playing football together, and the other is one person playing football.', 'sentence': 'In one picture, two people are playing football together, and the other is one person playing football.', 'prediction': 1, 'label': 0}	{'org_sentence': 'In one picture, two people are playing football together, and the other is one person playing football.', 'sentence': 'Left part scenario:soccer ,right part scenario: a soccer stadium. Therefore, the sentence is right or wrong: In one picture, two people are playing football together, and the other is one person playing football.', 'prediction': 0, 'label': 0}
928	30-5##30-4	0	1	{'org_sentence': 'In one picture, two people are playing football together, and the other is one person playing football.', 'sentence': 'In one picture, two people are playing football together, and the other is one person playing football.', 'prediction': 1, 'label': 1}	{'org_sentence': 'In one picture, two people are playing football together, and the other is one person playing football.', 'sentence': 'Left part scenario:soccer ,right part scenario: soccer field. Therefore, the sentence is right or wrong: In one picture, two people are playing football together, and the other is one person playing football.', 'prediction': 0, 'label': 1}
